City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
3927942,Tambopata,PE,-12.7333,-69.1833,85.89,84,75,6.91
501847,Rochegda,RU,62.8,43.25,23.47,95,100,9.31
780687,Berlevåg,NO,70.8578,29.0864,35.28,75,0,29.93
3421719,Narsaq,GL,60.9167,-46.05,-0.18,72,0,4.88
1733697,Semporna,MY,4.4818,118.6112,77.54,85,100,4.14
527321,Mezen',RU,65.8522,44.24,29.16,94,100,13.51
1583992,Turan,VN,16.0678,108.2208,76.98,88,75,4.61
5861897,Fairbanks,US,64.8378,-147.7164,1.8,75,75,0.0
6453331,Kristiansund,NO,63.1115,7.732,38.05,87,40,0.0
6126749,Rocky Mountain House,CA,52.3668,-114.9188,39.31,48,20,8.05
2446796,Bilma,NE,18.6853,12.9164,72.25,17,45,6.44
2111495,Ōhara,JP,35.25,140.3833,50.16,85,100,15.39
2062381,Robe,AU,-37.1833,139.75,55.56,86,3,14.92
3461425,Ilhabela,BR,-23.7781,-45.3581,79.59,81,94,3.85
3515200,Totolapan,MX,18.5167,-96.1833,84.92,50,0,6.44
286987,Nizwá,OM,22.9333,57.5333,73.62,29,32,3.4
2521582,Arona,ES,28.0996,-16.681,58.17,59,40,5.75
1497276,Novaya Lyalya,RU,59.055,60.599,-8.9,100,90,3.4
110690,Abhā,SA,18.2164,42.5053,55.65,72,0,6.91
2017215,Sangar,RU,63.9242,127.4739,-41.75,99,100,1.88
6113406,Prince Rupert,CA,54.3161,-130.3201,35.69,93,100,13.8
2851962,Pritzwalk,DE,53.1494,12.1741,29.39,60,55,3.96
2264557,Ponta do Sol,PT,32.6667,-17.1,59.25,70,8,5.91
2160517,Launceston,AU,-41.45,147.1667,58.48,75,100,9.22
2654970,Brae,GB,60.3964,-1.353,43.88,73,1,26.49
2396853,Omboué,GA,-1.5746,9.2618,78.87,81,73,5.95
733986,Tsotíli,GR,40.2667,21.3167,25.34,53,8,3.78
1498161,Muzhi,RU,65.3667,64.6667,-4.49,96,85,9.28
1819729,Hong Kong,HK,22.2855,114.1577,65.25,92,96,8.99
924705,Nkhotakota,MW,-12.9274,34.2961,73.42,86,99,5.53
2122090,Pevek,RU,69.7008,170.3133,-22.58,96,100,3.24
4106458,Conway,US,35.0887,-92.4421,60.98,78,100,0.0
5882953,Aklavik,CA,68.2191,-135.0107,-22.0,69,100,3.44
4409896,Springfield,US,37.2153,-93.2982,42.75,86,100,5.75
650095,Kurikka,FI,62.6167,22.4167,33.73,97,100,5.61
601551,Akdepe,TM,42.0551,59.3788,46.49,55,100,17.07
2514301,Mahon,ES,39.8885,4.2658,52.36,82,75,24.16
516400,Oboyan',RU,51.2098,36.2792,13.82,93,17,10.47
3115824,Muros,ES,42.7762,-9.0603,50.34,57,1,20.56
5947866,Elliot Lake,CA,46.3834,-82.6331,32.74,95,100,13.47
1259385,Port Blair,IN,11.6667,92.75,80.64,78,40,4.61
380348,Abū Zabad,SD,12.35,29.25,70.41,18,5,16.02
1068971,Antsohihy,MG,-14.8796,47.9875,74.08,98,100,3.65
6171633,Ucluelet,CA,48.9329,-125.5528,47.08,94,21,5.01
2022317,Khor,RU,47.8861,134.9464,-11.49,98,83,7.25
2126682,Bilibino,RU,68.0546,166.4372,-39.05,100,100,0.43
2122605,Okhotsk,RU,59.3833,143.3,-11.96,86,98,9.82
3984997,San Quintín,MX,30.4833,-115.95,63.81,30,0,4.81
1798480,Pumiao,CN,22.75,108.4833,57.6,92,100,5.03
6255012,Flinders,AU,-34.5833,150.8552,67.46,90,98,3.0
2291136,Bondoukou,CI,8.0333,-2.8,86.95,39,100,3.09
86049,Jalu,LY,29.0331,21.5482,55.67,47,100,7.09
2173911,Broken Hill,AU,-31.95,141.4333,70.48,30,0,10.36
3388847,São Félix do Xingu,BR,-6.6447,-51.995,86.79,60,100,3.44
2092164,Lorengau,PG,-2.0226,147.2712,78.96,89,100,13.58
3939761,Hualmay,PE,-11.0964,-77.6139,78.33,67,10,10.38
3204121,Biograd na Moru,HR,43.9433,15.4519,34.5,55,80,10.33
1514792,Gazojak,TM,41.1875,61.4036,43.95,64,100,18.54
5710360,Winnemucca,US,40.973,-117.7357,40.35,48,57,3.58
6164499,The Pas,CA,53.8251,-101.2541,12.22,79,40,16.11
1519275,Shar,KZ,49.5886,81.0453,1.38,97,88,4.79
768218,Gmina Końskie,PL,51.1917,20.4061,28.6,95,100,5.12
4033077,Vaitape,PF,-16.5167,-151.75,80.2,76,14,12.21
484670,Taman',RU,45.2117,36.7161,29.52,90,100,32.28
2194098,Ahipara,NZ,-35.1667,173.1667,65.5,77,100,5.19
3792379,Santa Rosa del Sur,CO,7.9644,-74.0544,90.72,37,21,2.86
2022143,Khuzhir,RU,53.1939,107.3397,6.33,88,30,2.24
2027004,Bayanday,RU,53.0661,105.5139,-6.0,100,99,4.29
2295517,Savelugu,GH,9.6244,-0.8253,93.45,27,100,1.9
2094342,Kavieng,PG,-2.5744,150.7967,80.42,79,100,4.05
5973108,Hearst,CA,49.6835,-83.6665,30.45,98,100,11.39
544440,Korsakovo,RU,53.2677,37.3569,13.93,96,9,5.37
3381041,Mana,GF,5.6592,-53.7767,80.65,76,35,11.99
1688696,San Policarpo,PH,12.1791,125.5072,79.03,81,100,14.14
1511997,Aktash,RU,50.3,87.7333,-11.24,91,61,5.19
3451478,Riachão das Neves,BR,-11.7461,-44.91,85.69,50,44,4.9
10722858,Forsytheganj,BY,52.6333,29.7333,13.73,97,19,4.25
2112309,Katsuura,JP,35.1333,140.3,50.41,85,100,15.1
1000006,Greytown,ZA,-29.0642,30.5928,64.11,98,100,3.27
3664956,Boca do Acre,BR,-8.7522,-67.3978,84.33,75,22,1.63
1634614,Nabire,ID,-3.3667,135.4833,74.35,93,100,2.95
3939168,Huarmey,PE,-10.0681,-78.1522,77.86,71,14,10.87
5915359,Cap-Chat,CA,49.1001,-66.6821,21.2,53,99,4.61
1645528,Denpasar,ID,-8.65,115.2167,79.72,88,40,12.66
49747,Oddur,SO,4.1213,43.8894,81.32,32,9,9.33
2646557,Horsham,GB,51.064,-0.3272,35.96,81,0,1.14
2152659,Port Macquarie,AU,-31.4333,152.9167,68.9,78,93,2.42
2109701,Auki,SB,-8.7676,160.7034,77.5,92,96,5.23
3164387,Vieste,IT,41.8825,16.175,42.71,51,34,14.38
53654,Mogadishu,SO,2.0371,45.3438,76.91,86,100,19.17
1505998,Idrinskoye,RU,54.3708,92.1358,5.27,98,99,2.57
3157799,Farsund,NO,58.0948,6.8047,43.05,100,100,7.09
2644210,Liverpool,GB,53.4106,-2.9779,44.42,83,75,3.44
1783621,Zunyi,CN,27.6867,106.9072,43.56,91,100,5.53
2156643,Mount Gambier,AU,-37.8333,140.7667,52.77,90,6,7.7
3924610,Achacachi,BO,-16.05,-68.6833,50.23,74,93,3.98
1855612,Nara,JP,34.6851,135.8049,45.93,55,5,2.59
2276492,Harper,LR,4.375,-7.7169,80.42,82,56,7.99
3359638,Walvis Bay,NA,-22.9575,14.5053,68.09,80,27,6.89
2236568,Uíge,AO,-7.6087,15.0613,66.43,98,89,1.83
3454847,Passos,BR,-20.7189,-46.6097,80.19,68,99,5.41
2738381,Lata,PT,40.1629,-8.3327,52.81,69,5,2.15
2436400,Ati,TD,13.2154,18.3353,77.22,15,64,11.14
364933,Umm Kaddadah,SD,13.6017,26.6876,66.43,24,11,16.08
2318123,Yenagoa,NG,4.9247,6.2642,81.21,74,42,9.82
3361142,Springbok,ZA,-29.6643,17.8865,69.51,54,82,7.14
371745,Kutum,SD,14.2,24.6667,63.59,23,13,12.95
95788,Hīt,IQ,33.6416,42.8251,52.86,58,76,19.39
2063039,Port Keats,AU,-14.25,129.55,81.77,75,1,8.99
2180815,Tuatapere,NZ,-46.1333,167.6833,50.16,81,97,12.15
3461576,Ibirama,BR,-27.0569,-49.5178,93.31,27,1,1.59
2439155,Tanout,NE,14.9709,8.8879,73.53,12,82,10.92
87205,Darnah,LY,32.767,22.6367,53.98,68,98,17.0
3013633,Arrondissement du Havre,FR,49.5833,0.3333,35.53,87,0,8.05
489910,Sozimskiy,RU,59.7418,52.2482,7.34,96,100,6.71
3466980,Caravelas,BR,-17.7125,-39.2481,84.34,61,0,10.69
2027276,Babushkin,RU,51.7122,105.8647,7.34,91,100,5.1
667008,Sânmartin,RO,46.2667,25.9333,15.6,97,100,1.86
1808857,Hanzhong,CN,33.0728,107.0303,49.1,71,100,4.23
3440777,Rocha,UY,-34.4833,-54.3333,86.41,39,34,15.59
110690,Faya,SA,18.3851,42.4509,55.92,80,33,6.17
2071860,Esperance,AU,-33.8667,121.9,68.45,70,100,12.03
665933,Stroiești,RO,47.6167,26.1333,27.52,62,75,18.41
2636389,Swindon,GB,51.558,-1.7812,35.13,82,5,1.57
3460697,Itapirapuã,BR,-15.8233,-50.6133,87.03,59,77,2.3
1495626,Pangody,RU,65.85,74.4859,-14.89,100,100,7.63
5949601,Eston,CA,51.1501,-108.7514,31.93,82,100,9.95
3670218,San Andrés,CO,12.5847,-81.7006,84.22,70,75,17.27
2020591,Magdagachi,RU,53.45,125.8,-31.68,100,25,2.64
5697939,North Platte,US,41.1239,-100.7654,38.08,70,0,10.36
3868633,Vallenar,CL,-28.5708,-70.7581,89.71,28,0,11.52
2013465,Verkhoyansk,RU,67.5447,133.385,-55.28,100,80,1.52
2146219,Hervey Bay,AU,-25.2986,152.8535,77.22,65,87,16.44
1726449,Basco,PH,20.4487,121.9702,76.64,76,0,14.97
6050416,La Tuque,CA,47.4334,-72.7824,23.25,42,100,11.5
540761,Kropotkin,RU,45.4375,40.5756,24.12,92,100,14.7
2381334,Atar,MR,20.5169,-13.0499,77.05,23,74,11.5
2144528,Warrnambool,AU,-38.3833,142.4833,55.04,84,97,10.8
2553604,Casablanca,MA,33.5928,-7.6192,59.09,72,0,4.61
3938415,Ilo,PE,-17.6394,-71.3375,77.86,73,0,16.11
5856516,‘Āhuimanu,US,21.4447,-157.8378,75.04,84,75,16.11
5742974,North Bend,US,43.4065,-124.2243,48.33,87,100,8.05
1028434,Quelimane,MZ,-17.8786,36.8883,81.91,83,40,3.44
352733,Marsá Maţrūḩ,EG,31.3525,27.2453,52.0,76,75,9.22
2517750,Felanitx,ES,39.4696,3.1483,48.99,84,100,22.66
3899539,Antofagasta,CL,-23.65,-70.4,74.48,71,98,10.25
2398929,Mbigou,GA,-1.9005,11.906,68.88,95,100,2.71
1863997,Fukuechō,JP,32.6881,128.8419,53.58,64,93,17.05
3141667,Roald,NO,62.5833,6.1333,41.52,70,20,12.66
2413419,Gunjur,GM,13.2019,-16.7339,80.67,39,5,8.05
1248991,Colombo,LK,6.9319,79.8478,76.95,90,7,7.31
2022369,Kholtoson,RU,50.2981,103.3097,-7.38,99,28,4.16
6316343,Alta Floresta,BR,-9.8756,-56.0861,87.62,62,40,10.36
530196,Malye Derbety,RU,47.9547,44.6808,19.42,81,100,23.13
2134814,Sola,VU,-13.8833,167.55,81.9,76,100,12.75
3883457,Lebu,CL,-37.6167,-73.65,64.99,66,0,18.14
3393692,Itarema,BR,-2.9248,-39.9167,82.47,71,100,12.53
1490256,Talnakh,RU,69.4865,88.3972,-5.89,97,100,6.49
1337619,Ugoofaaru,MV,5.6667,73.0,81.25,69,79,9.46
3981345,Topolobampo,MX,25.6,-109.05,72.16,27,71,19.57
5955902,Fort Nelson,CA,58.8053,-122.7002,9.99,79,20,8.05
1503796,Khandagayty,RU,50.7333,92.05,-12.37,97,93,5.01
314648,Genç,TR,38.7507,40.5603,27.81,97,100,4.43
7303783,Sydney Mines,CA,46.2367,-60.2177,25.88,75,75,18.41
3839307,Rawson,AR,-43.3002,-65.1023,75.83,40,99,15.32
1142226,Dawlatabad,AF,36.4141,64.9053,50.97,52,95,2.08
4132093,Springdale,US,36.1867,-94.1288,44.58,91,100,8.05
2962961,Letterkenny,IE,54.95,-7.7333,44.49,92,17,5.03
542788,Krasnaya Gora,RU,52.9995,31.6023,11.98,96,7,3.91
94298,Kifrī,IQ,34.6959,44.9661,48.2,75,89,10.33
3531368,Celestún,MX,20.8667,-90.4,83.25,55,0,3.67
2246451,Saint-Louis,SN,16.3333,-15.0,82.04,14,20,11.63
1037125,Montepuez,MZ,-13.1256,38.9997,70.11,97,100,3.22
590447,Karla,EE,59.3723,24.9275,34.34,85,100,13.8
5110092,Brewster,US,41.3973,-73.6171,38.91,43,0,11.5
2986626,Plouzané,FR,48.3833,-4.6167,40.19,68,0,11.5
2640729,Oxford,GB,51.7522,-1.256,35.65,86,15,1.14
2019884,Mogzon,RU,51.7435,111.9606,-9.17,100,83,3.22
5656882,Helena,US,46.5927,-112.0361,41.13,51,0,11.5
5467024,Española,US,35.9911,-106.0806,38.91,46,100,3.87
886763,Masvingo,ZW,-20.0637,30.8277,69.49,57,4,6.04
3576994,Cockburn Town,TC,21.4612,-71.1419,77.45,74,0,20.18
863061,Usinsk,RU,65.9939,57.5281,8.55,93,100,27.65
1714733,Dingle,PH,10.9995,122.6711,73.4,94,100,7.36
2155562,Nelson Bay,AU,-32.7167,152.15,69.84,83,40,10.0
4315067,Ascension,US,30.2169,-90.9001,73.83,57,40,5.75
3377301,Mabaruma,GY,8.2,-59.7833,86.0,66,75,9.22
1505187,Kaa-Khem,RU,51.6833,94.7333,-9.74,96,93,1.81
3393838,Nova Olinda do Norte,BR,-3.8881,-59.0942,82.2,80,78,2.1
2015701,Taksimo,RU,56.3444,114.8794,-4.65,90,95,3.69
2014624,Udachny,RU,66.4167,112.4,-33.56,66,98,2.51
1637001,Biak,ID,-0.9131,122.8766,76.86,80,100,4.07
2632287,Dalvik,IS,65.9702,-18.5286,26.53,81,98,12.35
2064735,Nhulunbuy,AU,-12.2333,136.7667,79.41,94,96,0.0
3652758,Puerto Baquerizo Moreno,EC,-0.9,-89.6,83.39,74,40,2.3
2452655,Niono,ML,14.2526,-5.993,87.31,12,12,6.13
4993659,Garden City,US,42.3256,-83.331,49.62,68,75,26.46
3160100,Beian,NO,63.6559,9.5683,37.51,87,0,8.05
236950,Obo,CF,5.3998,26.4869,80.62,18,83,5.84
3628473,San Cristobal,VE,7.7669,-72.225,80.78,38,55,6.4
72181,Marzuq,YE,14.4,46.4667,64.0,54,14,5.79
2132606,Samarai,PG,-10.6167,150.6667,79.38,83,100,11.25
2186111,Ngunguru,NZ,-35.6167,174.5,63.19,72,100,6.87
2345521,Damaturu,NG,11.747,11.9608,73.72,21,40,9.28
2020121,Mayya,RU,61.7333,130.2811,-53.28,100,100,1.54
1033356,Nampula,MZ,-15.1165,39.2666,71.55,100,75,3.44
1106677,Bambous Virieux,MU,-20.3428,57.7575,80.85,74,75,12.66
1648082,Boyolangu,ID,-8.1181,111.8935,74.32,92,100,2.39
1501000,Kyshtovka,RU,56.555,76.6271,-1.93,100,94,3.83
2136825,Isangel,VU,-19.55,169.2667,78.89,84,100,2.55
1529484,Kumul,CN,42.8,93.45,33.53,48,100,4.72
3407407,Aquiraz,BR,-3.9014,-38.3911,84.29,67,100,10.18
2252473,Diofior,SN,14.1833,-16.6667,81.93,21,6,13.15
6147353,Sicamous,CA,50.8331,-118.9856,45.57,87,100,4.47
2022773,Khandyga,RU,62.6667,135.6,-49.85,100,100,2.42
2392087,Porto-Novo,BJ,6.4965,2.6036,84.02,77,81,9.57
1148205,Āsmār,AF,35.0333,71.3581,44.17,43,0,11.21
2123814,Leningradskiy,RU,69.3833,178.4167,-24.77,97,100,5.91
2121909,Poronaysk,RU,49.2167,143.1167,-9.22,100,77,4.12
3464008,Esmeraldas,BR,-19.7625,-44.3139,87.17,65,70,4.61
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,31.19,93,75,28.77
2520645,Cabra,ES,37.4725,-4.4421,46.67,87,100,2.8
1444363,Nuristan,AF,35.3,70.8333,5.76,52,4,11.39
1082243,Ambilobe,MG,-13.2,49.05,73.49,96,100,2.17
6690296,Saint-Joseph,RE,-21.3667,55.6167,79.18,82,65,13.78
965401,Phuthaditjhaba,ZA,-28.5242,28.8158,60.67,91,100,2.75
1852357,Shimoda,JP,34.6667,138.95,47.1,75,98,5.48
2455290,Kidal,ML,18.4411,1.4078,82.9,11,100,10.45
3893656,Copiapó,CL,-27.3667,-70.3333,69.49,31,81,12.03
2381972,Adrar,MR,20.5022,-10.0711,67.17,17,66,11.07
3691582,Talara,PE,-4.5772,-81.2719,90.36,45,0,13.8
1264976,Leh,IN,34.1667,77.5833,-1.75,65,11,3.44
3673783,Nóvita,CO,4.9551,-76.6053,86.23,73,52,3.49
642455,Pedersore,FI,63.65,22.6833,33.24,91,100,9.15
4021858,Guerrero Negro,MX,27.9769,-114.0611,66.87,23,0,1.01
2026861,Berdigestyakh,RU,62.0989,126.6992,-40.92,100,100,1.12
921786,Mitsamiouli,KM,-11.3847,43.2844,81.48,78,96,9.28
918702,Chipata,ZM,-13.6333,32.65,64.53,96,59,2.35
551145,Kem',RU,64.9555,34.5793,37.08,87,100,17.07
544084,Koslan,RU,63.4564,48.8989,15.85,93,100,10.56
5879400,Anchorage,US,61.2181,-149.9003,14.83,89,0,4.0
868355,Kochubey,RU,44.3861,46.5825,28.33,97,100,13.6
3698359,Chicama,PE,-7.8447,-79.1469,72.14,53,4,12.15
1650232,Banjar,ID,-8.19,114.9675,76.41,92,100,0.72
4870380,Ottumwa,US,41.02,-92.4113,44.55,68,40,14.97
104515,Makkah al Mukarramah,SA,21.4267,39.8261,67.14,51,100,11.77
3662762,Porto Velho,BR,-8.7619,-63.9039,82.45,74,40,5.75
1863521,Gōtsuchō,JP,35.0,132.2167,47.35,73,84,3.58
3397763,Jacareacanga,BR,-6.2222,-57.7528,85.73,64,38,2.17
1786855,Yatou,CN,37.15,122.3833,32.29,66,43,6.26
2525362,Carbonia,IT,39.1672,8.5222,42.28,64,69,18.63
4031742,Egvekinot,RU,66.3167,-179.1667,-21.46,88,99,8.59
2063030,Port Pirie,AU,-33.1833,138.0167,74.08,37,0,7.92
1127106,Sar-e Pul,AF,35.8333,66.1667,39.34,56,40,11.74
3832899,Viedma,AR,-40.8135,-62.9967,86.61,34,12,18.88
5038108,Moorhead,US,46.8739,-96.7676,28.4,77,0,8.05
2028462,Ulaanbaatar,MN,47.9077,106.8832,-14.67,70,6,0.0
3868626,Valparaíso,CL,-33.0393,-71.6273,71.83,68,2,8.05
3111107,Salamanca,ES,40.8333,-6.0,40.75,66,90,6.33
2020871,Lebedinyy,RU,58.5167,125.5167,-23.64,99,100,2.57
3672123,Pital,CO,2.2665,-75.8044,85.35,47,61,4.72
4036284,Alofi,NU,-19.0595,-169.9187,79.59,72,100,2.73
1862505,Hirara,JP,24.8,125.2833,68.4,76,100,15.48
556858,Imeni Babushkina,RU,59.7573,43.1285,13.28,94,100,8.88
2122614,Ekhabi,RU,53.5102,142.9671,-14.1,96,100,4.83
3430443,Necochea,AR,-38.5473,-58.7368,87.57,43,14,10.02
2264923,Peniche,PT,39.3558,-9.3811,53.2,66,5,10.25
6100069,Peace River,CA,56.2501,-117.286,30.51,64,20,13.8
2101169,Aitape,PG,-3.1374,142.3475,75.65,95,100,4.09
1276300,Bhāgalpur,IN,25.25,87.0,59.83,58,0,1.52
3125287,Cervo,ES,43.6702,-7.4101,45.97,68,100,22.28
3577430,Road Town,VG,18.4167,-64.6167,82.44,74,40,11.5
1696482,Pagudpud,PH,18.5616,120.7868,74.68,89,3,11.41
1256823,Seoni Mālwa,IN,22.45,77.4667,63.93,33,0,3.31
3135020,Svolvær,NO,68.2342,14.5683,39.16,70,40,13.8
342856,Bako,ET,5.7833,36.5667,69.75,39,1,3.13
1798713,Pingshan,CN,22.9938,114.7131,67.01,84,99,3.71
3480908,La Asuncion,VE,11.0333,-63.8628,78.71,75,100,14.94
1518768,Stepnyak,KZ,52.8339,70.7803,5.16,97,100,0.34
3422683,Kangaatsiaq,GL,68.3065,-53.4641,-18.51,88,100,9.17
3663529,Manacapuru,BR,-3.2997,-60.6206,82.54,75,64,3.33
3461659,Horizontina,BR,-27.6258,-54.3078,99.12,16,9,8.99
1810240,Gejiu,CN,23.306,103.1635,45.09,95,39,4.41
2037075,Hailin,CN,44.5833,129.4167,-1.64,98,77,2.64
3403395,Cândido Mendes,BR,-1.4467,-45.7167,82.35,72,100,6.58
1262663,Mudhol,IN,16.35,75.2833,74.53,37,100,6.6
1855342,Nishihara,JP,26.1842,127.7558,64.45,88,75,11.5
779622,Havøysund,NO,70.9963,24.6622,37.63,65,5,31.23
2512186,Puerto del Rosario,ES,28.5004,-13.8627,64.15,59,20,11.5
210939,Luebo,CD,-5.35,21.4167,74.28,77,99,3.06
6111867,Port Hawkesbury,CA,45.6169,-61.3485,28.65,59,0,18.01
1174653,Kashmor,PK,28.4333,69.5833,64.62,26,3,0.87
528288,Maykor,RU,59.0059,55.88,-4.2,100,100,2.55
1803936,Wuwei,CN,37.9281,102.6414,29.19,46,100,4.5
178443,Wajir,KE,1.7471,40.0573,89.56,31,0,0.0
